title,odometer,location,isimported,engine,transmission,fuel,paint,price,year
Lexus ES 350,43371,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Black,11015000,2012
Toyota Highlander,1522,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,White,2815000,2006
Mitsubishi L200,156000,Abuja,Locally used,4-cylinder(I4),automatic,petrol,White,3715000,2010
Toyota Sienna,27930,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,Grey,14515000,2015
Toyota RAV 4,31312,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,7965000,2016
Toyota Camry,162853,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Wine,1415000,2006
Toyota Corolla,103994,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4015000,2012
Lexus RX 300,215213,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Grey,2315000,1999
Hyundai Elantra,104631,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,5815000,2015
Toyota Matrix,198840,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,White,2815000,2009
Toyota Venza,142724,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,7515000,2011
Honda Pilot,211084,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,1065000,2005
Toyota Avalon,112725,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,4195000,2010
Toyota Sienna,17881,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,Dark Green,2665000,2005
Acura RDX,169812,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3375000,2007
Mercedes-Benz GLC 300,0,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,White,18515000,2018
Honda Accord,9346,Abuja,New ,4-cylinder(I4),automatic,petrol,Black,10515000,2019
Toyota Avalon,85596,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Green,5065000,2011
Toyota Corolla,28596,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,7365000,2017
Honda Accord,32495,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Off white,14515000,2018
Toyota Matrix,195393,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2260000,2006
Mercedes-Benz E 350,49422,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black,11015000,2014
Toyota Corolla,85560,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,6515000,2016
Toyota Camry,184230,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Dark Grey,1203000,2002
Lexus RX 350,23330,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,8940000,2015
Toyota Sienna,130551,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Ash,13315000,2017
Toyota Camry,78308,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black ,2915000,2010
Volvo XC90,157078,Abuja,Locally used,8-cylinder(V8),automatic,petrol,Green,1465000,2007
Volkswagen Jetta,180869,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Black,400000,2001
Toyota Sienna,56831,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,6935000,2011
Lexus RX 350,13572,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,7715000,2012
Pontiac Vibe,78471,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2665000,2006
Lexus RX 350,51865,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,15975000,2016
Toyota Camry,163822,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,3515000,2010
Mercedes-Benz ML 350,66834,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,6515000,2011
Toyota Corolla,860,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black ,6115000,2018
Lexus ES 300,78285,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,2915000,2004
Toyota Sienna,89790,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,5515000,2012
Mercedes-Benz E 350,35168,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,White,7515000,2012
Peugeot 206,124998,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,1615000,2001
Mercedes-Benz C 300,152544,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Black,3715000,2008
Toyota Highlander,118777,Abuja,Locally used,6-cylinder(V6),automatic,petrol,Black,1515000,2001
Kia Soul,351080,Abuja,Locally used,4-cylinder(I4),automatic,petrol,Dark Grey,1015000,2010
Toyota Corolla,90638,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Blue,3865000,2012
Toyota Corolla,110106,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2415000,2003
Mazda 6,270634,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Silver,780000,2003
Toyota Camry,76340,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3415000,2010
Honda Accord,25801,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,12115000,2018
Mercedes-Benz GLK 350,143761,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Green,8265000,2010
Lexus RX 300,204177,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Milk,1515000,2000
Toyota Corolla,105667,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2515000,2008
Lexus RX 350,45104,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,11565000,2013
Toyota Highlander,30971,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Gery,16015000,2017
Toyota Venza,224376,Lagos,Locally used,3-cylinder(I3),automatic,petrol,Dark Grey,5815000,2013
Toyota Avalon,90349,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black ,9145000,2015
Mercedes-Benz C 300,99819,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,3645000,2010
Mercedes-Benz E 350,4500,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Black,7490000,2013
Toyota Sienna,335774,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Blue ,2915000,2008
Toyota Camry,80601,Abuja ,Foreign Used,4-cylinder(I4),automatic,petrol,White,2115000,2002
Toyota Camry,53489,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,5515000,2015
Ford Fusion,63198,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Ink blue,3015000,2014
Toyota Camry,143573,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Brown,2270000,2009
Pontiac Vibe,82595,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2665000,2007
Toyota Highlander,187342,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Grey,5565000,2010
Toyota Corolla,103667,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3645000,2009
Honda Accord,65995,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,8265000,2017
Toyota Matrix,76583,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,3515000,2010
Toyota Yaris,90586,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Green,2865000,2010
Toyota Corolla,72166,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,5615000,2015
Volkswagen Golf,200000,Abuja,Locally used,4-cylinder(I4),automatic,petrol,Silver ,1215000,1998
Toyota Hiace,78514,Abuja,Locally used,4-cylinder(I4),manual,petrol,White,3765000,2008
Honda Accord,15000,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,5515000,2014
Toyota Matrix,229557,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,1765000,2003
Toyota Highlander,59450,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Maroon,14535000,2016
Mercedes-Benz C 180,180641,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,1815000,2001
Mercedes-Benz C 180,4478,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,18915000,2017
Toyota Corolla,78513,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Green,3465000,2009
Mercedes-Benz GL 450,176878,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,6615000,2009
Toyota Highlander,65040,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Blue,6515000,2014
Toyota Highlander,55028,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Blue,13515000,2014
Mercedes-Benz G 550,32085,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Black,52515000,2015
Toyota Corolla,76258,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3515000,2009
Toyota Highlander,60147,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Wine,14015000,2016
Toyota Camry,0,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3260000,2007
Pontiac Vibe,83113,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2815000,2009
Hyundai Elantra,89606,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2315000,2010
Toyota Highlander,167630,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,6615000,2013
Toyota Prado,49748,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,9365000,2009
Toyota Camry,240005,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Silver,1115000,2006
Volkswagen Tiguan,68190,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,2315000,2012
Toyota Highlander,66844,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Gold,14015000,2014
Toyota Sienna,67524,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,Grey,6365000,2012
Toyota Highlander,31100,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,15015000,2015
Toyota Highlander,113965,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Blue,15015000,2015
Honda Accord,139823,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,615000,2001
Toyota Sienna,113145,Lagos State,Foreign Used,6-cylinder(I6),automatic,petrol,Silver,7015000,2012
Toyota Matrix,266627,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Black,2952000,2009
Mitsubishi Eclipse,64447,Ogun State,Foreign Used,4-cylinder(I4),automatic,petrol,Red,2655000,2007
Mercedes-Benz GLK 350,96305,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,9145000,2013
Lexus RX 350,97021,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Silver,3515000,2008
Toyota Camry,87597,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,8815000,2017
Honda Pilot,164195,Lagos,Locally used,6-cylinder(I6),automatic,petrol,Blue,715000,2003
Toyota Corolla,110515,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,3645000,2011
Toyota Camry,57259,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,3715000,2011
Honda Accord,97745,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Dark Grey,2915000,2010
Mercedes-Benz C 300,45000,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,Black,7515000,2013
Toyota Sienna,68259,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,3315000,2005
Mercedes-Benz C 350,159230,Lagos,Locally used,6-cylinder(V6),automatic,petrol,White,2815000,2008
Toyota Camry,214434,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Gold,1465000,2002
Toyota Corolla,48426,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,Black,2915000,2008
Toyota Sienna,3845,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,Blue,3215000,2006
Toyota Hilux,5615,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Blue,26265000,2020
Toyota RAV 4,81398,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,8100000,2015
Toyota Venza,84615,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,9465000,2015
Toyota Camry,132217,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,SILVER,2105000,2005
Lexus RX 350,103679,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black,5185000,2007
Toyota Camry,292547,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,1775000,2003
Toyota RAV 4,252365,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Silver,1280000,2001
Toyota Avensis,153606,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,2215000,2003
Toyota Camry,102486,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,BLACK,2095000,2004
Toyota Camry,178388,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,GOLD,2105000,2005
Toyota Camry,84774,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5515000,2013
Lexus RX 350,120706,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,6945000,2010
Ford Edge,977452,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Wine,3015000,2009
Toyota Hiace,104814,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,2765000,2000
Land Rover Range Rover Sport,10291,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,62715000,2020
Honda Accord,15596,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,White,13140000,2018
Toyota Camry,89538,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4320000,2012
Mercedes-Benz GLK 350,87656,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,6630000,2010
Mercedes-Benz ML 350,69387,Ogun,Locally used,4-cylinder(I4),automatic,petrol,Black,2640000,2007
Ford Edge,124097,Ogun,Foreign Used,4-cylinder(I4),automatic,petrol,Red,5370000,2011
Acura MDX,51645,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Grey,9465000,2016
Toyota Tacoma,89761,Ogun,Foreign Used,4-cylinder(I4),automatic,petrol,Red,4950000,2006
Lexus RX 330,80235,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,4005000,2004
Kia Optima,103080,Ogun,Locally used,4-cylinder(I4),automatic,petrol,White,1170000,2009
Volvo XC60,52301,Ogun,Locally used,4-cylinder(I4),automatic,petrol,White,3165000,2010
Toyota Venza,76201,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,6315000,2009
Ford F 150,146676,Ogun,Foreign Used,8-cylinder(V8),automatic,petrol,Dark Grey,3165000,2004
Nissan Titan,111031,Ogun,Foreign Used,8-cylinder(V8),automatic,petrol,White,4215000,2009
Toyota Camry,102904,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3645000,2011
Toyota Camry,102396,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5405000,2013
Nissan Sentra,157237,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,2315000,2010
Toyota RAV 4,33466,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,11565000,2016
Toyota Matrix,157274,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,2325000,2008
Honda Accord,16703,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Dark Ash,2985000,2013
Toyota Highlander,2747,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black,18705000,2018
Toyota Highlander,121044,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,5515000,2008
Nissan Altima,149618,Ogun,Foreign Used,4-cylinder(I4),automatic,petrol,Dark blue ,1995000,2009
Lexus GS 300,233102,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,3755000,2006
Toyota Hiace,109512,Lagos,Foreign Used,4-cylinder(I4),manual,petrol,Green,2765000,2000
Lexus GX 460,42783,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,32515000,2018
Lexus RX 350,14464,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Dark Grey,22065000,2019
Lexus GX 460,20,Lagos State,New ,6-cylinder(V6),automatic,petrol,Black,51040000,2020
Mercedes-Benz ML 350,100943,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,12040000,2013
Toyota Corolla,171493,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Grey,1275000,2003
Honda Civic,215800,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,1865000,2006
Mercedes-Benz GLK 350,97485,Lagos,Locally used,6-cylinder(I6),automatic,petrol,White ,6615000,2013
Toyota Camry,92991,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3015000,2011
Honda Accord,120447,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,2955000,2008
Toyota Matrix,105483,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2215000,2003
Lexus RX 350,27429,Lagos State,Foreign Used,6-cylinder(I6),automatic,petrol,Blue,23115000,2018
Toyota Tacoma,265550,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Blue,7680000,2008
Lexus GX 460,38031,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,Grey,17515000,2016
Volkswagen T6 other,14456,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,2325000,1997
Toyota Highlander,38008,Lagos State,Foreign Used,6-cylinder(V6),automatic,petrol,Grey,18815000,2018
Toyota Camry,85759,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,4320000,2011
Toyota Highlander,143899,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Green,1715000,2001
Toyota Camry,317083,Lagos State,Foreign Used,4-cylinder(I4),automatic,petrol,Sliver,3270000,2007
Toyota Highlander,182938,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Sliver,5160000,2008
Toyota Corolla,96793,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Sliver,2115000,2003
Toyota Vitz,31742,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,1905000,2009
Toyota Corolla,219082,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Sliver,3415000,2009
Toyota Sienna,42282,Lagos ,Locally used,4-cylinder(I4),automatic,petrol,Grey,3690000,2011
Toyota Prado,136384,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,7890000,2010
Honda Odyssey,78246,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Sliver,6175000,2015
Honda Accord,1679,Abuja,New ,4-cylinder(I4),automatic,petrol,Grey,21015000,2020
Honda Civic,24997,Abuja,New ,4-cylinder(I4),automatic,petrol,White,8665000,2018
Toyota Corolla,87096,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Grey,2215000,2008
Toyota Corolla,90254,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Blue,2105000,2008
Lexus ES 350,193858,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,4855000,2010
Honda Insight,205539,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,2315000,2010
Ford F 150,207762,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Grey,3215000,2006
Lexus ES 350,139574,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Grey,2365000,2007
Toyota Corolla,172478,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Grey,1590000,2005
Toyota Camry,76305,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gold,3375000,2011
Toyota Tacoma,55669,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,16815000,2017
Toyota Camry,123698,Lagos,Locally used,6-cylinder(V6),automatic,petrol,Black,1060000,2002
Lexus ES 350,98997,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Grey,8415000,2013
Mercedes-Benz E 350,12391,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,11040000,2014
Toyota Avalon,176389,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Blac,7890000,2014
Toyota Corolla,57389,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,5790000,2014
Toyota Highlander,50304,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,18165000,2017
Toyota Highlander,49883,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,18165000,2017
Toyota Avalon,52397,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,7050000,2013
Toyota Corolla,152878,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,2115000,2010
Toyota RAV 4,61610,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,7995000,2013
Toyota Corolla,164164,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,7680000,2017
Toyota Camry,169525,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,3480000,2010
Toyota Avalon,92649,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,7895000,2014
Toyota Camry,62894,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,4515000,2012
Toyota Avalon,134121,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,7575000,2014
Honda Accord,46676,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,11565000,2018
Mercedes-Benz GL 450,205040,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,5475000,2007
Toyota Corolla,22824,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,19965000,2020
Honda Accord,255284,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,2325000,2008
Land Rover Range Rover,133796,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,32565000,2014
Toyota Venza,47876,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,8415000,2015
Ford Explorer,6370,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,15765000,2018
Toyota Camry,2626,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,14190000,2018
Toyota Venza,195775,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,WHITE,7365000,2011
Ford Escape,234957,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Redl,3165000,2008
Land Rover Range Rover,37944,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,16815000,2014
Toyota RAV 4,122397,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,7895000,2013
Toyota Land Cruiser,56949,Lagos,Locally used,4-cylinder(I4),automatic,petrol,Black,12090000,2013
Toyota Camry,84194,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4215000,2012
Mercedes-Benz C 450 AMG,3568,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,28365000,2016
Mercedes-Benz E 350,78993,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,12090000,2014
Mercedes-Benz S 550,87501,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,12615000,2012
Mercedes-Benz C 300,60972,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,12615000,2016
Mercedes-Benz E 300,143574,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,7890000,2011
Mercedes-Benz GL 450,209568,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,5265000,2006
Lexus RX 330,140108,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,4215000,2006
Toyota RAV 4,178766,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,7365000,2013
Toyota Highlander,225602,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,3375000,2005
Chevrolet Camaro,23821,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,10515000,2015
Lexus RX 350,91144,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,8940000,2013
Toyota Highlander,72075,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,White,6315000,2009
Toyota RAV 4,21788,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,8940000,2016
Toyota 4-Runner,63440,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,8940000,2012
Toyota Sienna,59193,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Black,7365000,2013
Toyota Sienna,43543,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Grey,11040000,2016
Infiniti JX,205729,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,6840000,2013
Toyota Corolla,38501,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,7365000,2017
Toyota Corolla,125748,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Gray,3690000,2011
Hyundai Sonata,89849,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,5475000,2015
Toyota Corolla,51658,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5790500,2016
Toyota Avalon,139568,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Silver,4005000,2010
Toyota Corolla,83686,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Green,5580000,2015
Toyota RAV 4,162396,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Gray,6840000,2013
Toyota Corolla,113085,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Gray,5790000,2014
Toyota Corolla,120846,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Red,5002500,2015
Toyota RAV 4,171530,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Gray,6840000,2013
Toyota Sienna,174488,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Gold,3015009,2004
Toyota Corolla,87731,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Gray,5790000,2016
Toyota Highlander,169971,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,White,5115000,2008
Toyota Corolla,199373,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,3137500,2009
Lexus GS 350,98816,Lagos ,Foreign Used,6-cylinder(V6),automatic,petrol,Red,4315000,2010
Toyota Corolla,104132,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5790000,2016
Toyota Highlander,89741,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,White,13215000,2015
Lexus RX 350,15013,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,28890000,2018
Toyota RAV 4,18277,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Red,13665000,2016
Toyota Camry,80,Lagos ,New ,4-cylinder(I4),automatic,petrol,Silver,26265000,2019
Toyota Highlander,1355,Lagos,New ,4-cylinder(I4),automatic,petrol,Black,33615000,2019
Toyota Corolla,63429,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,5790000,2014
Hyundai Sonata,147386,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Silver,3270000,2011
Lexus ES 350,110,Lagos,New ,4-cylinder(I4),automatic,petrol,Ash,26265000,2018
Toyota Hilux,51,Lagos,New ,4-cylinder(I4),automatic,petrol,White,22065000,2020
Toyota Hilux,38,Lagos,New ,4-cylinder(I4),automatic,petrol,White,21015000,2020
Infiniti QX80,13045,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Blue,33615000,2018
Lexus GX 460,40734,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,23115000,2016
BMW 525,199829,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Gray,2745000,2005
Toyota Camry,277151,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,White,2365000,2008
Lexus ES 350,133295,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,Black,4635000,2007
Toyota RAV 4,68105,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,Black,4415000,2010
Jaguar X-Type,264064,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,Blue,2325000,2003
Honda Accord,18506,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,Red,13665000,2019
